from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer,from_trip_id,to_trip_id
NEC-2192-03,FB-0095-04,1,,,,,,PlainsINT-838204-5885,PlainsINT-838387-5785
NEC-2192-03,FB-0095-04,1,,,,,,PlainsINT-838206-5893,PlainsINT-838367-5793
NEC-2192-03,FB-0095-04,1,,,,,,SWKDYWCPeriod-816698-875,SWKDYWCPeriod-831443-1775
NEC-2192-03,FB-0095-04,1,,,,,,SWKDYWCPeriod-816701-885,SWKDYWCPeriod-831439-1785
NEC-2192-03,FB-0095-04,1,,,,,,SWKDYWCPeriod-816705-893,SWKDYWCPeriod-831451-793
NEC-2192-03,FB-0095-04,1,,,,,,JFKStops-834886-5815,JFKStops-835042-5715
NEC-2192-03,FB-0095-04,1,,,,,,JFKStops-834887-5821,JFKStops-835094-5721
NEC-2192-03,FB-0095-04,1,,,,,,JFKStops-834890-5831,JFKStops-835118-5731
NEC-2192-03,FB-0095-04,1,,,,,,JFKStops-834892-5839,JFKStops-835120-5739
NEC-2192-03,FB-0095-04,1,,,,,,JFKStops-834894-5847,JFKStops-835123-5747
NEC-2192-03,FB-0095-04,1,,,,,,JFKStops-834895-5855,JFKStops-835116-5755
NEC-2192-03,FB-0095-04,1,,,,,,JFKStops-834897-5867,JFKStops-835114-5767
NEC-2192-03,FB-0095-04,1,,,,,,JFKStops-834899-5877,JFKStops-835122-5777
NEC-2192-03,FB-0095-04,1,,,,,,JFKStops-834902-5885,JFKStops-835111-5785
NEC-2192-03,FB-0095-04,1,,,,,,JFKStops-834904-5893,JFKStops-835091-5793
NEC-2192-03,FB-0095-04,1,,,,,,SouthBase-826225-885,SouthBase-830550-1785
NEC-2192-03,FB-0095-04,1,,,,,,SouthBase-826222-875,SouthBase-830534-1775
NEC-2192-03,FB-0095-04,1,,,,,,SouthBase-826229-893,SouthBase-830597-793
NEC-2192-03,FB-0095-04,1,,,,,,SouthBase-793088-5815,SouthBase-830380-5715
NEC-2192-03,FB-0095-04,1,,,,,,SouthBase-793089-5821,SouthBase-830432-5721
NEC-2192-03,FB-0095-04,1,,,,,,SouthBase-793092-5831,SouthBase-830456-5731
NEC-2192-03,FB-0095-04,1,,,,,,SouthBase-793094-5839,SouthBase-830458-5739
NEC-2192-03,FB-0095-04,1,,,,,,SouthBase-793096-5847,SouthBase-830461-5747
NEC-2192-03,FB-0095-04,1,,,,,,SouthBase-793097-5855,SouthBase-830454-5755
NEC-2192-03,FB-0095-04,1,,,,,,SouthBase-793099-5867,SouthBase-830452-5767
NEC-2192-03,FB-0095-04,1,,,,,,SouthBase-793101-5877,SouthBase-830460-5777
NEC-2192-03,FB-0095-04,1,,,,,,SouthBase-793104-5885,SouthBase-830449-5785
NEC-2192-03,FB-0095-04,1,,,,,,SouthBase-793106-5893,SouthBase-830429-5793
NEC-2237-03,NEC-2237-05,1,,,,,,SWKDYWCPeriod-816703-889,SWKDYWCPeriod-831402-689
NEC-2237-03,NEC-2237-05,1,,,,,,SWKDYWCPeriod-816705-893,SWKDYWCPeriod-831465-693
NEC-2237-03,NEC-2237-05,1,,,,,,SouthBase-826227-889,SouthBase-830591-689
NEC-2237-03,NEC-2237-05,1,,,,,,SouthBase-826229-893,SouthBase-830588-693
10642,70001,2,133,73,148,60,1,,
10642,875,2,225,105,190,120,1,,
10642,Forest Hills-01,2,133,73,148,60,1,,
10642,Forest Hills-02,2,133,73,148,60,1,,
10642,NEC-2237,2,454,154,259,300,1,,
10642,NEC-2237-03,2,454,154,259,300,1,,
10642,NEC-2237-05,2,454,154,259,300,1,,
11384,176,2,178,58,75,120,1,,
11384,23391,2,196,76,99,120,1,,
11384,70014,2,136,76,131,60,1,,
11384,70015,2,136,76,131,60,1,,
11384,NEC-2276,2,338,38,49,300,1,,
11384,NEC-2276-01,2,371,71,144,300,1,,
11384,NEC-2276-02,2,370,70,167,300,1,,
11384,NEC-2276-03,2,371,71,144,300,1,,
11384,WML-0012-05,2,443,143,233,300,1,,
11384,WML-0012-07,2,443,143,233,300,1,,
11531,70006,2,115,55,126,60,1,,
11531,70007,2,115,55,126,60,1,,
121,12101,2,122,2,3,120,1,,
121,70085,2,255,195,299,60,1,,
121,70086,2,255,195,299,60,1,,
121,70095,2,251,191,294,60,1,,
121,70096,2,251,191,294,60,1,,
121,MM-0023-S,2,388,88,114,300,1,,
12101,121,2,122,2,3,120,1,,
12101,70085,2,255,195,299,60,1,,
12101,70086,2,255,195,299,60,1,,
12101,70095,2,251,191,294,60,1,,
12101,70096,2,251,191,294,60,1,,
12101,MM-0023-S,2,388,88,114,300,1,,
1222,1258,2,230,110,142,120,1,,
1222,1323,2,223,103,133,120,1,,
1222,1357,2,207,87,113,120,1,,
1222,70008,2,212,152,243,60,1,,
1222,70009,2,212,152,243,60,1,,
1258,1222,2,230,110,142,120,1,,
1258,1323,2,180,60,77,120,1,,
1258,1357,2,164,44,57,120,1,,
1258,70008,2,168,108,187,60,1,,
1258,70009,2,168,108,187,60,1,,
13,70083,2,145,85,169,60,1,,
13,70084,2,143,83,167,60,1,,
1323,1222,2,223,103,133,120,1,,
1323,1258,2,180,60,77,120,1,,
1323,1357,2,157,37,48,120,1,,
1323,70008,2,161,101,178,60,1,,
1323,70009,2,161,101,178,60,1,,
1357,1222,2,207,87,113,120,1,,
1357,1258,2,164,44,57,120,1,,
1357,1323,2,157,37,48,120,1,,
1357,70008,2,145,85,158,60,1,,
1357,70009,2,145,85,158,60,1,,
14112,14118,2,187,67,87,120,1,,
14112,14120,2,159,39,50,120,1,,
14112,14121,2,169,49,63,120,1,,
14112,14122,2,183,63,81,120,1,,
14112,14123,2,198,78,101,120,1,,
14112,70061,2,238,178,286,60,1,,
14112,9070061,2,183,63,82,120,1,,
14112,Alewife-01,2,238,178,286,60,1,,
14112,Alewife-02,2,238,178,286,60,1,,
14118,14112,2,187,67,87,120,1,,
14118,14120,2,157,37,48,120,1,,
14118,14121,2,167,47,61,120,1,,
14118,14122,2,181,61,79,120,1,,
14118,14123,2,196,76,99,120,1,,
14118,70061,2,237,177,284,60,1,,
14118,9070061,2,182,62,80,120,1,,
14118,Alewife-01,2,237,177,284,60,1,,
14118,Alewife-02,2,237,177,284,60,1,,
14120,14112,2,159,39,50,120,1,,
14120,14118,2,157,37,48,120,1,,
14120,14121,2,139,19,24,120,1,,
14120,14122,2,153,33,42,120,1,,
14120,14123,2,168,48,62,120,1,,
14120,70061,2,208,148,247,60,1,,
14120,9070061,2,153,33,43,120,1,,
14120,Alewife-01,2,208,148,247,60,1,,
14120,Alewife-02,2,208,148,247,60,1,,
14121,14112,2,169,49,63,120,1,,
14121,14118,2,167,47,61,120,1,,
14121,14120,2,139,19,24,120,1,,
14121,14122,2,162,42,55,120,1,,
14121,14123,2,178,58,75,120,1,,
14121,70061,2,218,158,260,60,1,,
14121,9070061,2,163,43,56,120,1,,
14121,Alewife-01,2,218,158,260,60,1,,
14121,Alewife-02,2,218,158,260,60,1,,
14122,14112,2,183,63,81,120,1,,
14122,14118,2,181,61,79,120,1,,
14122,14120,2,153,33,42,120,1,,
14122,14121,2,162,42,55,120,1,,
14122,14123,2,192,72,93,120,1,,
14122,70061,2,232,172,278,60,1,,
14122,9070061,2,177,57,74,120,1,,
14122,Alewife-01,2,232,172,278,60,1,,
14122,Alewife-02,2,232,172,278,60,1,,
14123,14112,2,198,78,101,120,1,,
14123,14118,2,196,76,99,120,1,,
14123,14120,2,168,48,62,120,1,,
14123,14121,2,178,58,75,120,1,,
14123,14122,2,192,72,93,120,1,,
14123,70061,2,248,188,298,60,1,,
14123,9070061,2,193,73,94,120,1,,
14123,Alewife-01,2,248,188,298,60,1,,
14123,Alewife-02,2,248,188,298,60,1,,
150,151,2,143,23,29,120,1,,
150,70081,2,112,52,138,60,1,,
150,70082,2,112,52,138,60,1,,
151,150,2,143,23,29,120,1,,
151,70081,2,121,61,150,60,1,,
151,70082,2,121,61,150,60,1,,
15796,15797,2,141,21,27,120,1,,
15796,15798,2,157,37,48,120,1,,
15796,15799,2,177,57,74,120,1,,
15796,15800,2,197,77,100,120,1,,
15796,70059,2,136,76,96,60,1,,
15796,70060,2,243,183,261,60,1,,
15797,15796,2,141,21,27,120,1,,
15797,15798,2,142,22,28,120,1,,
15797,15799,2,162,42,55,120,1,,
15797,15800,2,183,63,81,120,1,,
15797,70059,2,121,61,77,60,1,,
15797,70060,2,228,168,242,60,1,,
15798,15796,2,157,37,48,120,1,,
15798,15797,2,142,22,28,120,1,,
15798,15799,2,178,58,75,120,1,,
15798,15800,2,198,78,101,120,1,,
15798,70059,2,137,77,97,60,1,,
15798,70060,2,244,184,263,60,1,,
15799,15796,2,177,57,74,120,1,,
15799,15797,2,162,42,55,120,1,,
15799,15798,2,178,58,75,120,1,,
15799,15800,2,219,99,128,120,1,,
15799,70059,2,158,98,123,60,1,,
15799,70060,2,264,204,289,60,1,,
15800,15796,2,197,77,100,120,1,,
15800,15797,2,183,63,81,120,1,,
15800,15798,2,198,78,101,120,1,,
15800,15799,2,219,99,128,120,1,,
15800,70059,2,178,118,150,60,1,,
15800,70060,2,284,224,315,60,1,,
15879,15880,2,132,12,15,120,1,,
15879,5879,2,179,59,161,120,1,,
15879,5880,2,179,59,161,120,1,,
15879,70051,2,106,46,140,60,1,,
15879,70052,2,80,20,24,60,1,,
15880,15879,2,132,12,15,120,1,,
15880,5879,2,179,59,161,120,1,,
15880,5880,2,179,59,161,120,1,,
15880,70051,2,106,46,140,60,1,,
15880,70052,2,80,20,24,60,1,,
176,11384,2,178,58,75,120,1,,
176,23391,2,236,116,150,120,1,,
176,70014,2,172,112,178,60,1,,
176,70015,2,172,112,178,60,1,,
176,NEC-2276,2,359,59,76,300,1,,
176,NEC-2276-01,2,406,106,189,300,1,,
176,NEC-2276-02,2,392,92,195,300,1,,
176,NEC-2276-03,2,406,106,189,300,1,,
176,WML-0012-05,2,486,186,289,300,1,,
176,WML-0012-07,2,486,186,289,300,1,,
17861,17862,2,177,57,134,120,1,,
17861,17863,2,166,46,119,120,1,,
17861,17865,2,156,36,106,120,1,,
17861,17866,2,170,50,125,120,1,,
17861,17867,2,163,43,110,120,1,,
17861,17868,2,164,44,111,120,1,,
17861,17869,2,170,50,118,120,1,,
17861,17870,2,177,57,128,120,1,,
17861,17871,2,183,63,136,120,1,,
17861,70010,2,116,56,145,60,1,,
17861,70011,2,116,56,145,60,1,,
17861,NEC-2265,2,325,25,32,300,1,,
17861,NEC-2265-01,2,353,53,118,300,1,,
17861,NEC-2265-02,2,457,157,263,300,1,,
17861,NEC-2265-03,2,353,53,118,300,1,,
17862,17861,2,177,57,134,120,1,,
17862,17863,2,133,13,17,120,1,,
17862,17865,2,149,29,37,120,1,,
17862,17866,2,164,44,56,120,1,,
17862,17867,2,136,16,21,120,1,,
17862,17868,2,149,29,37,120,1,,
17862,17869,2,138,18,24,120,1,,
17862,17870,2,146,26,34,120,1,,
17862,17871,2,152,32,41,120,1,,
17862,70010,2,133,73,228,60,1,,
17862,70011,2,133,73,228,60,1,,
17862,NEC-2265,2,347,47,121,300,1,,
17862,NEC-2265-01,2,350,50,175,300,1,,
17862,NEC-2265-02,2,441,141,183,300,1,,
17862,NEC-2265-03,2,350,50,175,300,1,,
17863,17861,2,166,46,119,120,1,,
17863,17862,2,133,13,17,120,1,,
17863,17865,2,136,16,21,120,1,,
17863,17866,2,151,31,40,120,1,,
17863,17867,2,148,28,36,120,1,,
17863,17868,2,154,34,43,120,1,,
17863,17869,2,150,30,39,120,1,,
17863,17870,2,158,38,49,120,1,,
17863,17871,2,164,44,56,120,1,,
17863,70010,2,121,61,213,60,1,,
17863,70011,2,121,61,213,60,1,,
17863,NEC-2265,2,336,36,106,300,1,,
17863,NEC-2265-01,2,338,38,160,300,1,,
17863,NEC-2265-02,2,438,138,178,300,1,,
17863,NEC-2265-03,2,338,38,160,300,1,,
17865,17861,2,156,36,106,120,1,,
17865,17862,2,149,29,37,120,1,,
17865,17863,2,136,16,21,120,1,,
17865,17866,2,135,15,19,120,1,,
17865,17867,2,164,44,56,120,1,,
17865,17868,2,149,29,38,120,1,,
17865,17869,2,159,39,51,120,1,,
17865,17870,2,160,40,52,120,1,,
17865,17871,2,166,46,60,120,1,,
17865,70010,2,111,51,200,60,1,,
17865,70011,2,111,51,200,60,1,,
17865,NEC-2265,2,326,26,93,300,1,,
17865,NEC-2265-01,2,328,28,147,300,1,,
17865,NEC-2265-02,2,427,127,165,300,1,,
17865,NEC-2265-03,2,328,28,147,300,1,,
17866,17861,2,170,50,125,120,1,,
17866,17862,2,164,44,56,120,1,,
17866,17863,2,151,31,40,120,1,,
17866,17865,2,135,15,19,120,1,,
17866,17867,2,152,32,41,120,1,,
17866,17868,2,152,32,42,120,1,,
17866,17869,2,145,25,33,120,1,,
17866,17870,2,153,33,43,120,1,,
17866,17871,2,159,39,51,120,1,,
17866,70010,2,126,66,218,60,1,,
17866,70011,2,126,66,218,60,1,,
17866,NEC-2265,2,340,40,112,300,1,,
17866,NEC-2265-01,2,343,43,166,300,1,,
17866,NEC-2265-02,2,413,113,147,300,1,,
17866,NEC-2265-03,2,343,43,166,300,1,,
17867,17861,2,163,43,110,120,1,,
17867,17862,2,136,16,21,120,1,,
17867,17863,2,148,28,36,120,1,,
17867,17865,2,164,44,56,120,1,,
17867,17866,2,152,32,41,120,1,,
17867,17868,2,135,15,20,120,1,,
17867,17869,2,151,31,40,120,1,,
17867,17870,2,159,39,51,120,1,,
17867,17871,2,166,46,59,120,1,,
17867,70010,2,119,59,203,60,1,,
17867,70011,2,119,59,203,60,1,,
17867,NEC-2265,2,333,33,97,300,1,,
17867,NEC-2265-01,2,336,36,150,300,1,,
17867,NEC-2265-02,2,434,134,173,300,1,,
17867,NEC-2265-03,2,336,36,150,300,1,,
17868,17861,2,164,44,111,120,1,,
17868,17862,2,149,29,37,120,1,,
17868,17863,2,154,34,43,120,1,,
17868,17865,2,149,29,38,120,1,,
17868,17866,2,152,32,42,120,1,,
17868,17867,2,135,15,20,120,1,,
17868,17869,2,135,15,19,120,1,,
17868,17870,2,144,24,30,120,1,,
17868,17871,2,150,30,38,120,1,,
17868,70010,2,120,60,205,60,1,,
17868,70011,2,120,60,205,60,1,,
17868,NEC-2265,2,334,34,99,300,1,,
17868,NEC-2265-01,2,337,37,152,300,1,,
17868,NEC-2265-02,2,434,134,174,300,1,,
17868,NEC-2265-03,2,337,37,152,300,1,,
17869,17861,2,170,50,118,120,1,,
17869,17862,2,138,18,24,120,1,,
17869,17863,2,150,30,39,120,1,,
17869,17865,2,159,39,51,120,1,,
17869,17866,2,145,25,33,120,1,,
17869,17867,2,151,31,40,120,1,,
17869,17868,2,135,15,19,120,1,,
17869,17870,2,128,8,10,120,1,,
17869,17871,2,134,14,18,120,1,,
17869,70010,2,125,65,212,60,1,,
17869,70011,2,125,65,212,60,1,,
17869,NEC-2265,2,340,40,105,300,1,,
17869,NEC-2265-01,2,342,42,158,300,1,,
17869,NEC-2265-02,2,427,127,165,300,1,,
17869,NEC-2265-03,2,342,42,158,300,1,,
17870,17861,2,177,57,128,120,1,,
17870,17862,2,146,26,34,120,1,,
17870,17863,2,158,38,49,120,1,,
17870,17865,2,160,40,52,120,1,,
17870,17866,2,153,33,43,120,1,,
17870,17867,2,159,39,51,120,1,,
17870,17868,2,144,24,30,120,1,,
17870,17869,2,128,8,10,120,1,,
17870,17871,2,126,6,8,120,1,,
17870,70010,2,133,73,222,60,1,,
17870,70011,2,133,73,222,60,1,,
17870,NEC-2265,2,347,47,115,300,1,,
17870,NEC-2265-01,2,350,50,169,300,1,,
17870,NEC-2265-02,2,435,135,175,300,1,,
17870,NEC-2265-03,2,350,50,169,300,1,,
17871,17861,2,183,63,136,120,1,,
17871,17862,2,152,32,41,120,1,,
17871,17863,2,164,44,56,120,1,,
17871,17865,2,161,41,52,120,1,,
17871,17866,2,159,39,51,120,1,,
17871,17867,2,166,46,59,120,1,,
17871,17868,2,150,30,38,120,1,,
17871,17869,2,134,14,18,120,1,,
17871,17870,2,126,6,8,120,1,,
17871,70010,2,139,79,229,60,1,,
17871,70011,2,139,79,229,60,1,,
17871,NEC-2265,2,353,53,123,300,1,,
17871,NEC-2265-01,2,356,56,176,300,1,,
17871,NEC-2265-02,2,441,141,182,300,1,,
17871,NEC-2265-03,2,356,56,176,300,1,,
185,18511,2,146,26,34,120,1,,
185,70275,2,155,35,42,120,1,,
185,70276,2,153,33,40,120,1,,
18511,185,2,146,26,34,120,1,,
18511,70275,2,177,57,71,120,1,,
18511,70276,2,149,29,35,120,1,,
187,188,2,172,52,67,120,1,,
187,70012,2,130,70,135,60,1,,
187,70013,2,130,70,135,60,1,,
188,187,2,172,52,67,120,1,,
188,70012,2,134,74,141,60,1,,
188,70013,2,134,74,141,60,1,,
21917,21918,2,167,47,61,120,1,,
21917,70174,2,267,147,187,120,1,,
21917,70175,2,269,149,189,120,1,,
21918,21917,2,167,47,61,120,1,,
21918,70174,2,243,123,156,120,1,,
21918,70175,2,295,175,224,120,1,,
23391,11384,2,196,76,99,120,1,,
23391,176,2,236,116,150,120,1,,
23391,70014,2,159,99,162,60,1,,
23391,70015,2,159,99,162,60,1,,
23391,NEC-2276,2,363,63,82,300,1,,
23391,NEC-2276-01,2,343,43,108,300,1,,
23391,NEC-2276-02,2,383,83,183,300,1,,
23391,NEC-2276-03,2,343,43,108,300,1,,
23391,WML-0012-05,2,481,181,282,300,1,,
23391,WML-0012-07,2,481,181,282,300,1,,
29001,29002,2,136,16,21,120,1,,
29001,29003,2,145,25,33,120,1,,
29001,29004,2,155,35,45,120,1,,
29001,29005,2,164,44,57,120,1,,
29001,29006,2,174,54,70,120,1,,
29001,29007,2,237,117,141,120,1,,
29001,29008,2,231,111,134,120,1,,
29001,29009,2,241,121,147,120,1,,
29001,29010,2,250,130,158,120,1,,
29001,29011,2,248,128,156,120,1,,
29001,29012,2,256,136,165,120,1,,
29001,29013,2,266,146,179,120,1,,
29001,31091,2,248,128,156,120,1,,
29001,31092,2,266,146,179,120,1,,
29001,70030,2,136,76,135,60,1,,
29001,70031,2,136,76,135,60,1,,
29002,29001,2,136,16,21,120,1,,
29002,29003,2,130,10,13,120,1,,
29002,29004,2,139,19,25,120,1,,
29002,29005,2,148,28,37,120,1,,
29002,29006,2,158,38,49,120,1,,
29002,29007,2,216,96,124,120,1,,
29002,29008,2,210,90,116,120,1,,
29002,29009,2,220,100,129,120,1,,
29002,29010,2,229,109,141,120,1,,
29002,29011,2,227,107,139,120,1,,
29002,29012,2,235,115,148,120,1,,
29002,29013,2,245,125,162,120,1,,
29002,31091,2,227,107,139,120,1,,
29002,31092,2,245,125,162,120,1,,
29002,70030,2,133,73,129,60,1,,
29002,70031,2,133,73,129,60,1,,
29003,29001,2,145,25,33,120,1,,
29003,29002,2,130,10,13,120,1,,
29003,29004,2,130,10,13,120,1,,
29003,29005,2,139,19,24,120,1,,
29003,29006,2,149,29,37,120,1,,
29003,29007,2,206,86,112,120,1,,
29003,29008,2,201,81,104,120,1,,
29003,29009,2,211,91,117,120,1,,
29003,29010,2,220,100,129,120,1,,
29003,29011,2,218,98,127,120,1,,
29003,29012,2,225,105,136,120,1,,
29003,29013,2,236,116,149,120,1,,
29003,31091,2,218,98,127,120,1,,
29003,31092,2,236,116,149,120,1,,
29003,70030,2,131,71,126,60,1,,
29003,70031,2,131,71,126,60,1,,
29004,29001,2,155,35,45,120,1,,
29004,29002,2,139,19,25,120,1,,
29004,29003,2,130,10,13,120,1,,
29004,29005,2,129,9,11,120,1,,
29004,29006,2,139,19,24,120,1,,
29004,29007,2,196,76,99,120,1,,
29004,29008,2,191,71,91,120,1,,
29004,29009,2,201,81,104,120,1,,
29004,29010,2,210,90,116,120,1,,
29004,29011,2,208,88,114,120,1,,
29004,29012,2,215,95,123,120,1,,
29004,29013,2,226,106,136,120,1,,
29004,31091,2,208,88,114,120,1,,
29004,31092,2,226,106,136,120,1,,
29004,70030,2,128,68,135,60,1,,
29004,70031,2,128,68,135,60,1,,
29005,29001,2,164,44,57,120,1,,
29005,29002,2,148,28,37,120,1,,
29005,29003,2,139,19,24,120,1,,
29005,29004,2,129,9,11,120,1,,
29005,29006,2,130,10,13,120,1,,
29005,29007,2,188,68,88,120,1,,
29005,29008,2,182,62,80,120,1,,
29005,29009,2,192,72,93,120,1,,
29005,29010,2,201,81,105,120,1,,
29005,29011,2,199,79,103,120,1,,
29005,29012,2,207,87,112,120,1,,
29005,29013,2,217,97,126,120,1,,
29005,31091,2,199,79,103,120,1,,
29005,31092,2,217,97,126,120,1,,
29005,70030,2,137,77,135,60,1,,
29005,70031,2,137,77,135,60,1,,
29006,29001,2,174,54,70,120,1,,
29006,29002,2,158,38,49,120,1,,
29006,29003,2,149,29,37,120,1,,
29006,29004,2,139,19,24,120,1,,
29006,29005,2,130,10,13,120,1,,
29006,29007,2,178,58,75,120,1,,
29006,29008,2,172,52,67,120,1,,
29006,29009,2,182,62,80,120,1,,
29006,29010,2,191,71,92,120,1,,
29006,29011,2,189,69,90,120,1,,
29006,29012,2,197,77,99,120,1,,
29006,29013,2,207,87,113,120,1,,
29006,31091,2,189,69,90,120,1,,
29006,31092,2,207,87,113,120,1,,
29006,70030,2,146,86,135,60,1,,
29006,70031,2,146,86,135,60,1,,
29007,29001,2,234,114,138,120,1,,
29007,29002,2,214,94,121,120,1,,
29007,29003,2,204,84,109,120,1,,
29007,29004,2,194,74,96,120,1,,
29007,29005,2,186,66,85,120,1,,
29007,29006,2,176,56,72,120,1,,
29007,29008,2,135,15,20,120,1,,
29007,29009,2,146,26,33,120,1,,
29007,29010,2,155,35,45,120,1,,
29007,29011,2,143,23,29,120,1,,
29007,29012,2,150,30,38,120,1,,
29007,29013,2,160,40,51,120,1,,
29007,31091,2,143,23,29,120,1,,
29007,31092,2,160,40,51,120,1,,
29007,70030,2,202,142,207,60,1,,
29007,70031,2,202,142,207,60,1,,
29008,29001,2,229,109,131,120,1,,
29008,29002,2,208,88,114,120,1,,
29008,29003,2,199,79,102,120,1,,
29008,29004,2,189,69,89,120,1,,
29008,29005,2,180,60,78,120,1,,
29008,29006,2,170,50,65,120,1,,
29008,29007,2,135,15,20,120,1,,
29008,29009,2,131,11,14,120,1,,
29008,29010,2,140,20,25,120,1,,
29008,29011,2,148,28,36,120,1,,
29008,29012,2,154,34,44,120,1,,
29008,29013,2,164,44,57,120,1,,
29008,31091,2,148,28,36,120,1,,
29008,31092,2,164,44,57,120,1,,
29008,70030,2,196,136,200,60,1,,
29008,70031,2,196,136,200,60,1,,
29009,29001,2,239,119,144,120,1,,
29009,29002,2,218,98,127,120,1,,
29009,29003,2,209,89,115,120,1,,
29009,29004,2,199,79,102,120,1,,
29009,29005,2,190,70,91,120,1,,
29009,29006,2,180,60,78,120,1,,
29009,29007,2,146,26,33,120,1,,
29009,29008,2,131,11,14,120,1,,
29009,29010,2,129,9,12,120,1,,
29009,29011,2,158,38,49,120,1,,
29009,29012,2,165,45,58,120,1,,
29009,29013,2,175,55,71,120,1,,
29009,31091,2,158,38,49,120,1,,
29009,31092,2,175,55,71,120,1,,
29009,70030,2,206,146,213,60,1,,
29009,70031,2,206,146,213,60,1,,
29010,29001,2,248,128,156,120,1,,
29010,29002,2,227,107,139,120,1,,
29010,29003,2,218,98,126,120,1,,
29010,29004,2,208,88,113,120,1,,
29010,29005,2,199,79,102,120,1,,
29010,29006,2,189,69,89,120,1,,
29010,29007,2,155,35,45,120,1,,
29010,29008,2,140,20,25,120,1,,
29010,29009,2,129,9,12,120,1,,
29010,29011,2,167,47,61,120,1,,
29010,29012,2,174,54,70,120,1,,
29010,29013,2,184,64,83,120,1,,
29010,31091,2,167,47,61,120,1,,
29010,31092,2,184,64,83,120,1,,
29010,70030,2,216,156,225,60,1,,
29010,70031,2,216,156,225,60,1,,
29011,29001,2,246,126,153,120,1,,
29011,29002,2,225,105,136,120,1,,
29011,29003,2,216,96,124,120,1,,
29011,29004,2,206,86,111,120,1,,
29011,29005,2,197,77,100,120,1,,
29011,29006,2,187,67,87,120,1,,
29011,29007,2,143,23,29,120,1,,
29011,29008,2,148,28,36,120,1,,
29011,29009,2,158,38,49,120,1,,
29011,29010,2,167,47,61,120,1,,
29011,29012,2,135,15,19,120,1,,
29011,29013,2,145,25,33,120,1,,
29011,31091,2,122,2,3,120,1,,
29011,31092,2,145,25,33,120,1,,
29011,70030,2,214,154,222,60,1,,
29011,70031,2,214,154,222,60,1,,
29012,29001,2,253,133,163,120,1,,
29012,29002,2,233,113,146,120,1,,
29012,29003,2,223,103,133,120,1,,
29012,29004,2,213,93,120,120,1,,
29012,29005,2,205,85,110,120,1,,
29012,29006,2,195,75,97,120,1,,
29012,29007,2,150,30,38,120,1,,
29012,29008,2,154,34,44,120,1,,
29012,29009,2,165,45,58,120,1,,
29012,29010,2,174,54,70,120,1,,
29012,29011,2,135,15,19,120,1,,
29012,29013,2,131,11,14,120,1,,
29012,31091,2,135,15,19,120,1,,
29012,31092,2,131,11,14,120,1,,
29012,70030,2,221,161,232,60,1,,
29012,70031,2,221,161,232,60,1,,
29013,29001,2,264,144,176,120,1,,
29013,29002,2,243,123,159,120,1,,
29013,29003,2,233,113,147,120,1,,
29013,29004,2,223,103,134,120,1,,
29013,29005,2,215,95,123,120,1,,
29013,29006,2,205,85,110,120,1,,
29013,29007,2,160,40,51,120,1,,
29013,29008,2,164,44,57,120,1,,
29013,29009,2,175,55,71,120,1,,
29013,29010,2,184,64,83,120,1,,
29013,29011,2,145,25,33,120,1,,
29013,29012,2,131,11,14,120,1,,
29013,31091,2,145,25,33,120,1,,
29013,31092,2,122,2,3,120,1,,
29013,70030,2,231,171,245,60,1,,
29013,70031,2,231,171,245,60,1,,
31091,29001,2,246,126,153,120,1,,
31091,29002,2,225,105,136,120,1,,
31091,29003,2,216,96,124,120,1,,
31091,29004,2,206,86,111,120,1,,
31091,29005,2,197,77,100,120,1,,
31091,29006,2,187,67,87,120,1,,
31091,29007,2,143,23,29,120,1,,
31091,29008,2,148,28,36,120,1,,
31091,29009,2,158,38,49,120,1,,
31091,29010,2,167,47,61,120,1,,
31091,29011,2,122,2,3,120,1,,
31091,29012,2,135,15,19,120,1,,
31091,29013,2,145,25,33,120,1,,
31091,31092,2,145,25,33,120,1,,
31091,70030,2,214,154,222,60,1,,
31091,70031,2,214,154,222,60,1,,
31092,29001,2,264,144,176,120,1,,
31092,29002,2,243,123,159,120,1,,
31092,29003,2,233,113,147,120,1,,
31092,29004,2,223,103,134,120,1,,
31092,29005,2,215,95,123,120,1,,
31092,29006,2,205,85,110,120,1,,
31092,29007,2,160,40,51,120,1,,
31092,29008,2,164,44,57,120,1,,
31092,29009,2,175,55,71,120,1,,
31092,29010,2,184,64,83,120,1,,
31092,29011,2,145,25,33,120,1,,
31092,29012,2,131,11,14,120,1,,
31092,29013,2,122,2,3,120,1,,
31092,31091,2,145,25,33,120,1,,
31092,70030,2,231,171,245,60,1,,
31092,70031,2,231,171,245,60,1,,
3125,70097,2,192,132,208,60,1,,
3125,70098,2,192,132,208,60,1,,
32000,32001,2,174,54,,120,2,,
32000,32002,2,184,64,,120,2,,
32000,32003,2,194,74,,120,2,,
32000,32004,2,203,83,,120,2,,
32000,32005,2,213,93,,120,2,,
32000,70101,2,124,64,,60,2,,
32000,70102,2,124,64,,60,2,,
32000,MM-0079-S,2,364,64,,300,2,,
32001,32000,2,177,57,,120,2,,
32001,32002,2,150,30,39,120,1,,
32001,32003,2,160,40,52,120,1,,
32001,32004,2,169,49,63,120,1,,
32001,32005,2,179,59,76,120,1,,
32001,70101,2,101,41,114,60,1,,
32001,70102,2,101,41,114,60,1,,
